,explicit_line,explicit_phrase,explicit_label
3570,bong bong bongbongbongbong,[],0
3571,nigga eat this ass like a plum plum,"['like', 'ass', 'nigga']",1
3572,this pussy tight like a nun nun,['pussy'],1
3573,better chew it up like it's gum gum,[],0
3574,then wipe your mouth when you done mm okay,[],0
3575,i'm hot like nevada,[],0
3576,pussy get popped piñata,['pussy'],1
3577,bitch i look like money like money,['bitch'],1
3578,you could print my face on a dollar,[],0
3579,beat it up bongbongbongbong,[],0
3582,beat it up bong okay,[],0
3583,five four three two one lift off hey,[],0
3584,honey i'm home shoes getting kicked off uh,[],0
3585,every time i turn around a bitch pissed off ahha,['bitch'],1
3586,little dustyass hoes need a lint brush woo,"['dustyass', 'need', 'little', 'hoes']",1
3587,you gon' settle down you gon' livе with him what,[],0
3588,i don't even wanna post a pic with him no,[],0
3589,the bag hе just bought me was a goyard goyard,[],0
3590,that ain't your nigga he is both ours,['nigga'],1
3591,pussy tight like a nun nun,['pussy'],1
3592,counting hundreds up with my thumb thumb,[],0
3593,i don't care where you from from,[],0
3594,better beat this shit like a drum okurrr,['shit'],1
3595,don't be talking shit like you know me woo,['shit'],1
3596,i ride dick like a pony,['dick'],1
3597,girl that nigga look like a brokey,['nigga'],1
3598,real hotgirl shit,"['real', 'hotgirl', 'shit']",1
3600,go and fuck with his homie he a ah,"['ah', 'fuck', 'go', 'homie']",1
3601,this ass sit like the stallion,"['ass', 'stallion', 'sit', 'like']",1
3602,all these wannabes my lil' ponies,[],0
3603,these hoes camped out in the comments,['hoes'],1
3604,always talking like they know me ayy,[],0
3605,thick bitches in the black truck packed in,"['bitches', 'thick']",1
3606,eat whoever in my way ms pacman,[],0
3607,hermès made a real big purchase,[],0
3608,purse so big had to treat it like a person,[],0
3609,bad bitch bad bitch in real life in real life,"['bad', 'bitch']",1
3610,show me real love yeah yeah give a fuck about them likes 'bout them likes,"['about', 'fuck', 'give', ""'bout"", 'likes']",1
3611,bitch tryna say i ain't fine oh aight,"[""ain't"", 'fine', 'tryna', 'aight', 'bitch', 'say']",1
3613,they know i'm thick like i'm eating beans with the rice,[],0
3614,like lean over ice got the real meat pies yeah yeah yeah yeah,[],0
3615,i be spilling like my ass out these jeans when they tight yeah yeah yeah,['ass'],1
3616,and the way they watch me need to be monetized ah,[],0
3617,i'ma need a money bag if i sleep overnight,[],0
3618,wait wait hold up wait wait hold up wait,[],0
3619,hoes pop pills but i'm the one they can't take yeah,"['pop', 'hoes', ""i'm"", 'one', 'pills', ""can't"", 'take']",1
3620,hotgirl shit i'ma make something shake brrt,"['something', ""i'ma"", 'shit', 'hotgirl', 'brrt', 'shake', 'make']",1
3621,i know these stiff hoes can't relate ah,"['know', 'hoes', 'ah', 'relate', 'stiff']",1
3622,shoot your shot like a free throw,"['like', 'throw', 'free', 'shot', 'shoot']",1
3623,just know this pussy ain't free though,"[""ain't"", 'pussy', 'though', 'free', 'just']",1
3624,my bd is a migo,[],0
3625,bitch your bd is a zero,"['bitch', 'bd', 'zero']",1
3626,my back shots sound like bongos,[],0
3627,i ain't scared to admit i'm a freak ho ah,[],0
3628,at least i'm getting my money,[],0
3632,y'all hoes broke pussy took more turns than a key hole,"['more', 'took', 'hole', 'hoes', 'pussy', 'turns', 'key', ""y'all"", 'broke']",1
3633,it did,[],0
3634,like a bun,[],0
3635,i'ma throw it back like it's thursday,[],0
3636,i got cake i'm lit it's my birthday ah,[],0
3637,look i don't ride it on my knees bitch i ride it on my toes uh,"['bitch', 'ride']",1
3638,big fat ass it be eating up the thong,"['fat', 'ass']",1
3639,got a garage full of foreign cars that i never drove yeah,[],0
3640,a bitch couldn't school me with a student loan,['bitch'],1
3641,so sexy i could met gala in a robe yup,[],0
3642,i could body every look and i could body every pose yes,[],0
3643,neck full of diamonds yeah i'm forever froze,[],0
3644,will cardi ever fall off bitch we'll never know woo,['bitch'],1
3645,beat it up,[],0
3646,wait,[],0
3647,bitch i'm hot like nevada,"['like', 'bitch', 'nevada']",1
3648,pussy get popped piñata bop,"['pussy', 'get', 'piñata', 'popped', 'bop']",1
3651,looking like money cold,[],0
3652,you could print my face on a dollar okurrr,[],0
3653,this pussy dominicana,"['pussy', 'dominicana']",1
3654,this pussy americana ayy,"['americana', 'pussy', 'ayy']",1
3655,si tú quiere' que te toma toma,[],0
3657,bought a couple cribs on my own i'm a owner woo,[],0
3660,la cardi ah,[],0
3663,ayo let me put some gas in this motherfucking year bitch,"['bitch', 'motherfucking']",1
3664,i ain't really talked my shit in a minute,['shit'],1
3665,like who the fuck these bitches really think they talking to,"['fuck', 'bitches']",1
3666,like bitch is you fucking dumb,"['bitch', 'fucking']",1
3667,classy and a cunt and a cunt,['cunt'],1
3668,blocks and money getting spunt getting spunt,[],0
3669,like like like what like what,[],0
3670,like a coach bag baby this ain't what you want nah,[],0
3671,if i ask for it all i wanna hear is yes yes,[],0
3672,bitch said she wanna be my opp god bless god bless,['bitch'],1
3673,look i ain't even got dressed,[],0
3674,any l that i took come after ys,[],0
3675,oh man oh man,[],0
3676,baby here we go again here we go again,[],0
3677,pussy real fat probably got a double chin,"['real', 'pussy']",1
3678,first that bitch hate me then this bitch hate me,['bitch'],1
3679,and somehow they link up and they become friends like how,[],0
3680,bitch pipe down pipe down,['bitch'],1
3681,moodboard all y'all imitating my style mm,[],0
3682,bad bitch red lips let me show you,['bitch'],1
3683,white toes eating yellowtail out of nobu,[],0
3684,uh keep a hater obsessed,[],0
3685,in my comments having a dick sucking contest contest,['dick'],1
3686,i'm pressure y'all pressed y'all pressed,[],0
3687,y'all don't get addressed y'all's getting outdressed look okurrr,[],0
3688,it's a look when i'm hopping out the v uhhuh,[],0
3689,red wig hanging down to my knees uhhuh,['uhhuh'],1
3690,it's your birthday but they talking 'bout me 'bout me,[],0
3691,why you mad take a picture say cheese say cheese,[],0
3692,you dumb you slow you wilding ah you wildin',[],0
3693,got your first pair of ricks now you stylin' ah you stylin',[],0
3694,everything you got i had five years before,[],0
3695,i put it on the 'gram hahahaha 'fore it even hit the store look,[],0
3696,classy and a cunt and a cunt uhhuh,"['uhhuh', 'cunt']",1
3699,like a coach bag baby this ain't what you want uhhuh,[],0
3704,oh man ah,[],0
3705,i know y'all bitches be horsing horsin',['bitches'],1
3706,looking this good is really exhausting exhaustin',[],0
3707,diamonds hit stone cold steve austin brr,[],0
3708,just got my lasered pussy smooth like a dolphin agh,"['agh', 'pussy']",1
3709,top notch bitch get the most not the lesser uh,['bitch'],1
3710,bitches look big like third trimester yes,['bitches'],1
3711,every time i pose these bitches get stresser,"['pose', 'bitches']",1
3712,y'all be putting on shit i don't never,['shit'],1
3713,bitches be hating on the low i peep it,['bitches'],1
3714,if i say anything mean i mean it,[],0
3715,i ain't never lost no nigga i needed,['nigga'],1
3716,i'm rich i ain't getting in no pool that's not heated nah,[],0
3717,big ass yacht and i'm having sex on it,['ass'],1
3718,her life so trash think i put a hex on it,[],0
3719,bitches be laughin' like ho what's funny,['bitches'],1
3720,you bragging on a nigga that be dying to fuck me fuck me,"['nigga', 'fuck']",1
3729,oh man,[],0
3735,now i like dollars i like diamonds i like stuntin' i like shining yeah,[],0
3736,i like million dollar deals where's my pen yeah i'm signing what,[],0
3737,i like those balenciagas those the ones that look like socks,[],0
3738,i like going to the jeweler i put rocks all in my watch yeah,[],0
3740,i like proving others wrong i do what they say i can't,[],0
3741,they call us kidz bop banging party spicy music hot tamale,[],0
3749,they dancing on top of the roof,[],0
3750,flexing on songs as hard as i can,[],0
3752,told that kid i'm sorry though sorry though,[],0
3754,yeah they call us kb,[],0
3755,i run this song like cardio yeah,[],0
3756,diamond district in the jack jack i said i like it like that,[],0
3757,certified you know i'm that that that that i said i like it like woo,[],0
3758,drop the top wind in our hair i said i like it like that,[],0
3759,oh he's so handsome what's his name yeah i said i like it like,[],0
3792,tell the driver play our music i said i like it like that skrrt,[],0
3793,kidz bop makes it perfect i said i like it,[],0
3794,kb,[],0
3816,there's some hoes in this house,[],0
3819,there's some hoes,[],0
3820,i said certified freak uhhuh seven days a week uhhuh,[],0
3821,wetass pussy make that pullout game weak uhhuh,"['uhhuh', 'pussy', 'wetass']",1
3826,beat it up baby catch a charge,[],0
3833,pussy is wet come take a dive,['pussy'],1
3834,tie me up like i'm surprised,[],0
3836,want you to park that big mack truck right in this little garage,[],0
3842,switch my wig make him feel like he's cheating oh,[],0
3871,never lost a fight but i'm looking for a beating,[],0
3872,the food chain i'm the one that eat ya,[],0
3873,if he ate my ass he's a bottomfeeder oh,['ass'],1
3874,big d stand for big demeanor oh,[],0
3875,i could make you bust before i ever meet ya oh,[],0
3876,if it don't hang then he can't bang oh,[],0
3877,can't hurt my feelings but i like pain oh,[],0
3878,if he fuck me and ask whose is it oh,['fuck'],1
3879,when i ride the dick i'ma spell my name oh,['dick'],1
3880,get your boots and your coat for this wetass pussy,"['pussy', 'wetass', 'get', 'coat', 'boots']",1
3881,he bought a phone just for pictures of this wetass pussy,"['phone', 'pussy', 'wetass', 'pictures', 'just', 'bought']",1
3882,pay my tuition just to kiss me on this wetass pussy,"['pussy', 'wetass', 'tuition', 'kiss', 'pay', 'just']",1
3883,make it rain if you wanna see some wetass pussy,"['rain', 'pussy', 'wetass', 'wanna', 'see', 'make']",1
3887,macaroni in a pot that's some wetass pussy yeah,"['pussy', 'wetass']",1
3898,hoes in this house,['hoes'],1
3903,wetass pussy make that pullout game weak,"['pussy', 'wetass']",1
3909,extra largе and extra hard,['largе'],1
3911,swipe your nosе like a credit card,[],0
3923,gobble me swallow me drip down the side of me,[],0
3924,quick jump out 'fore you let it get inside of me,[],0
3925,i tell him where to put it never tell him where i'm 'bout to be,[],0
3926,i'll run down on him 'fore i have a baby running me,[],0
3928,ask for a car while you ride that dick,['dick'],1
3929,you really ain't never gotta fuck him for a thang,['fuck'],1
3930,he already made his mind up 'fore he came,[],0
3931,now get your boots and your coat for this wetass pussy,"['pussy', 'wetass']",1
3980,you used to call me on my,[],0
3981,you used to you used to,[],0
3983,you used to call me on my cell phone,[],0
3984,latenight when you need my love,[],0
3985,call me on my cell phone,[],0
3987,and i know when that hotline bling,[],0
3988,that can only mean one thing,[],0
3989,i know when that hotline bling,[],0
3991,ever since i left the city you,[],0
3992,got a reputation for yourself now,[],0
3993,everybody knows and i feel left out,[],0
3994,girl you got me down you got me stressed out,[],0
3995,'cause ever since i left the city you,[],0
3996,started wearing less and going out more,[],0
3997,glasses of champagne out on the dance floor,[],0
3998,hanging with some girls i never seen before,[],0
4007,ever since i left the city you you you,[],0
4008,you and me we just don't get along,[],0
4009,you make me feel like i did you wrong,[],0
4010,going places where you don't belong,[],0
4012,you got exactly what you asked for,[],0
4013,running out of pages in your passport,[],0
4014,hanging with some girls i've never seen before,[],0
4023,these days all i do is,[],0
4024,wonder if you're bending over backwards for someone else,[],0
4025,wonder if you're rolling up a backwoods for someone else,[],0
4026,doing things i taught you getting nasty for someone else,[],0
4027,you don't need no one else,[],0
4028,you don't need nobody else no,[],0
4029,why you never alone,[],0
4030,why you always touching road,[],0
4031,used to always stay at home,[],0
4032,be a good girl you was in the zone,[],0
4033,yeah you should just be yourself,[],0
4034,right now you're someone else,[],0
4043,ever since i left the city,[],0
4045,hold on hold on fuck that,"['fuck', 'hold']",1
4046,fuck that shit,"['fuck', 'shit']",1
4047,hold on i got to start this motherfucking record over again wait a minute,"['start', 'hold', 'wait', 'again', 'minute', 'motherfucking', 'got', 'record']",1
4049,still on this motherfucking record,"['motherfucking', 'still', 'record']",1
4050,i'ma play this motherfucker for y'all,"[""y'all"", 'play', 'motherfucker', ""i'ma""]",1
4051,ayy y'all get some more drinks going on,[],0
4052,i'll sound a whole lot better,[],0
4053,listen,[],0
4054,seeing you got ritualistic,[],0
4055,cleansing my soul of addiction for now,[],0
4056,'cause i'm falling apart yeah,[],0
4057,tension,[],0
4058,between us just like picket fences,[],0
4059,you got issues that i won't mention for now,[],0
4060,'cause we're falling apart,[],0
4061,passionate from miles away,[],0
4062,passive with the things you say,[],0
4063,passing up on my old ways,[],0
4064,i can't blame you no no,[],0
4070,harder building trust from a distance,[],0
