words,start,end,transcript,WER,filename
and it makes me wonder,46.228,48.291,"[{'word': 'and', 'start': 0.0, 'end': 0.094}, {'word': 'it', 'start': 0.188, 'end': 0.328}, {'word': 'makes', 'start': 0.469, 'end': 0.75}, {'word': 'me', 'start': 0.844, 'end': 1.125}, {'word': 'wonder', 'start': 1.219, 'end': 2.063}]",0.0,6bac00dff30646e4843297b09b0e4087-11.wav
will i get over it,51.478,53.447,"[{'word': 'will', 'start': 0.0, 'end': 0.281}, {'word': 'i', 'start': 0.422, 'end': 0.656}, {'word': 'get', 'start': 0.75, 'end': 1.031}, {'word': 'over', 'start': 1.125, 'end': 1.594}, {'word': 'it', 'start': 1.688, 'end': 1.969}]",0.0,6bac00dff30646e4843297b09b0e4087-13.wav
the time between,78.853,80.822,"[{'word': 'the', 'start': 0.0, 'end': 0.281}, {'word': 'time', 'start': 0.375, 'end': 0.703}, {'word': 'between', 'start': 0.844, 'end': 1.969}]",0.0,6bac00dff30646e4843297b09b0e4087-23.wav
built up our defenses,84.759,86.072,"[{'word': 'built', 'start': 0.0, 'end': 0.094}, {'word': 'up', 'start': 0.235, 'end': 0.282}, {'word': 'our', 'start': 0.375, 'end': 0.657}, {'word': 'defenses', 'start': 0.75, 'end': 1.313}]",0.0,6bac00dff30646e4843297b09b0e4087-25.wav
do you believe,90.712,92.728,"[{'word': 'do', 'start': 0.0, 'end': 0.235}, {'word': 'you', 'start': 0.328, 'end': 0.61}, {'word': 'believe', 'start': 0.75, 'end': 2.016}]",0.0,6bac00dff30646e4843297b09b0e4087-27.wav
it started getting better,96.478,97.978,"[{'word': 'it', 'start': 0.0, 'end': 0.094}, {'word': 'started', 'start': 0.188, 'end': 0.422}, {'word': 'getting', 'start': 0.562, 'end': 1.031}, {'word': 'better', 'start': 1.125, 'end': 1.5}]",0.0,6bac00dff30646e4843297b09b0e4087-29.wav
and it makes me wonder,111.384,113.447,"[{'word': 'and', 'start': 0.0, 'end': 0.094}, {'word': 'it', 'start': 0.235, 'end': 0.375}, {'word': 'makes', 'start': 0.469, 'end': 0.75}, {'word': 'me', 'start': 0.844, 'end': 1.125}, {'word': 'wonder', 'start': 1.219, 'end': 2.063}]",0.0,6bac00dff30646e4843297b09b0e4087-35.wav
the older i get,126.478,128.119,"[{'word': 'the', 'start': 0.0, 'end': 0.094}, {'word': 'older', 'start': 0.188, 'end': 0.844}, {'word': 'i', 'start': 0.938, 'end': 1.219}, {'word': 'get', 'start': 1.313, 'end': 1.641}]",0.0,6bac00dff30646e4843297b09b0e4087-42.wav
this could have been,153.009,154.041,"[{'word': 'this', 'start': 0.0, 'end': 0.188}, {'word': 'could', 'start': 0.282, 'end': 0.469}, {'word': 'have', 'start': 0.563, 'end': 0.75}, {'word': 'been', 'start': 0.844, 'end': 1.032}]",0.0,6bac00dff30646e4843297b09b0e4087-52.wav
the older i get,162.009,163.697,"[{'word': 'the', 'start': 0.0, 'end': 0.094}, {'word': 'older', 'start': 0.188, 'end': 0.844}, {'word': 'i', 'start': 0.938, 'end': 1.219}, {'word': 'get', 'start': 1.313, 'end': 1.688}]",0.0,6bac00dff30646e4843297b09b0e4087-54.wav
hurts like this,186.009,188.541,"[{'word': 'hurts', 'start': 0.0, 'end': 0.469}, {'word': 'like', 'start': 0.563, 'end': 0.985}, {'word': 'this', 'start': 1.125, 'end': 2.532}]",0.0,6bac00dff30646e4843297b09b0e4087-65.wav
roses of red fall on my hand,10.58,14.63,"[{'word': 'roses', 'start': 0.0, 'end': 0.6}, {'word': 'of', 'start': 0.6, 'end': 0.9}, {'word': 'red', 'start': 0.9, 'end': 1.8}, {'word': 'fall', 'start': 2.4, 'end': 2.7}, {'word': 'on', 'start': 2.7, 'end': 3.0}, {'word': 'my', 'start': 3.0, 'end': 3.3}, {'word': 'hand', 'start': 3.3, 'end': 4.05}]",0.0,6bb326a969ea473481785197420054ac-0.wav
roses of red grow in my heart,20.18,24.23,"[{'word': 'roses', 'start': 0.0, 'end': 0.6}, {'word': 'of', 'start': 0.6, 'end': 0.9}, {'word': 'red', 'start': 0.9, 'end': 1.8}, {'word': 'grow', 'start': 2.4, 'end': 2.7}, {'word': 'in', 'start': 2.7, 'end': 3.0}, {'word': 'my', 'start': 3.0, 'end': 3.3}, {'word': 'heart', 'start': 3.3, 'end': 4.05}]",0.0,6bb326a969ea473481785197420054ac-2.wav
roses of red fall on my hand,135.38,139.73,"[{'word': 'roses', 'start': 0.0, 'end': 0.6}, {'word': 'of', 'start': 0.6, 'end': 0.9}, {'word': 'red', 'start': 0.9, 'end': 1.95}, {'word': 'fall', 'start': 2.4, 'end': 2.7}, {'word': 'on', 'start': 2.7, 'end': 3.0}, {'word': 'my', 'start': 3.0, 'end': 3.3}, {'word': 'hand', 'start': 3.3, 'end': 4.35}]",0.0,6bb326a969ea473481785197420054ac-26.wav
roses of red grow in my heart,144.98,149.33,"[{'word': 'roses', 'start': 0.0, 'end': 0.6}, {'word': 'of', 'start': 0.6, 'end': 0.9}, {'word': 'red', 'start': 0.9, 'end': 1.95}, {'word': 'grow', 'start': 2.4, 'end': 2.7}, {'word': 'in', 'start': 2.7, 'end': 3.0}, {'word': 'my', 'start': 3.0, 'end': 3.3}, {'word': 'heart', 'start': 3.3, 'end': 4.35}]",0.0,6bb326a969ea473481785197420054ac-28.wav
and though i rode a different road,18.171,20.518,"[{'word': 'and', 'start': 0.0, 'end': 0.13}, {'word': 'though', 'start': 0.13, 'end': 0.391}, {'word': 'i', 'start': 0.391, 'end': 0.652}, {'word': 'rode', 'start': 0.652, 'end': 0.848}, {'word': 'a', 'start': 0.913, 'end': 1.108}, {'word': 'different', 'start': 1.173, 'end': 1.565}, {'word': 'road', 'start': 1.565, 'end': 2.347}]",0.0,6bc392255c4d45a58cceef73c5c93592-5.wav
and sang a different song,20.648,22.604,"[{'word': 'and', 'start': 0.0, 'end': 0.131}, {'word': 'sang', 'start': 0.131, 'end': 0.522}, {'word': 'a', 'start': 0.652, 'end': 0.782}, {'word': 'different', 'start': 0.782, 'end': 1.174}, {'word': 'song', 'start': 1.174, 'end': 1.956}]",0.0,6bc392255c4d45a58cceef73c5c93592-6.wav
then lost her where the music never plays,62.369,66.02,"[{'word': 'then', 'start': 0.0, 'end': 0.261}, {'word': 'lost', 'start': 0.261, 'end': 0.522}, {'word': 'her', 'start': 0.522, 'end': 0.652}, {'word': 'where', 'start': 0.652, 'end': 0.913}, {'word': 'the', 'start': 0.913, 'end': 1.174}, {'word': 'music', 'start': 1.239, 'end': 1.76}, {'word': 'never', 'start': 1.826, 'end': 2.347}, {'word': 'plays', 'start': 2.477, 'end': 3.651}]",0.0,6bc392255c4d45a58cceef73c5c93592-16.wav
by an angel in blue jeans,87.206,90.14,"[{'word': 'by', 'start': 0.0, 'end': 0.196}, {'word': 'an', 'start': 0.196, 'end': 0.391}, {'word': 'angel', 'start': 0.457, 'end': 0.978}, {'word': 'in', 'start': 0.978, 'end': 1.239}, {'word': 'blue', 'start': 1.304, 'end': 1.695}, {'word': 'jeans', 'start': 1.76, 'end': 2.934}]",0.0,6bc392255c4d45a58cceef73c5c93592-22.wav
i hear voi ces calling all around,107.61,111.522,"[{'word': 'i', 'start': 0.0, 'end': 0.392}, {'word': 'hear', 'start': 0.457, 'end': 0.848}, {'word': 'voi', 'start': 0.913, 'end': 1.435}, {'word': 'ces', 'start': 1.435, 'end': 1.956}, {'word': 'calling', 'start': 2.021, 'end': 2.478}, {'word': 'all', 'start': 2.543, 'end': 2.738}, {'word': 'around', 'start': 2.738, 'end': 3.912}]",0.0,6bc392255c4d45a58cceef73c5c93592-27.wav
i think my heart could pound right out of me,113.477,116.346,"[{'word': 'i', 'start': 0.0, 'end': 0.261}, {'word': 'think', 'start': 0.261, 'end': 0.522}, {'word': 'my', 'start': 0.522, 'end': 0.783}, {'word': 'heart', 'start': 0.783, 'end': 1.043}, {'word': 'could', 'start': 1.043, 'end': 1.304}, {'word': 'pound', 'start': 1.304, 'end': 1.565}, {'word': 'right', 'start': 1.565, 'end': 1.826}, {'word': 'out', 'start': 1.826, 'end': 2.086}, {'word': 'of', 'start': 2.086, 'end': 2.347}, {'word': 'me', 'start': 2.347, 'end': 2.869}]",0.0,6bc392255c4d45a58cceef73c5c93592-29.wav
like a highway headed my way,143.464,147.115,"[{'word': 'like', 'start': 0.0, 'end': 0.261}, {'word': 'a', 'start': 0.261, 'end': 0.522}, {'word': 'highway', 'start': 0.522, 'end': 1.565}, {'word': 'headed', 'start': 2.086, 'end': 2.608}, {'word': 'my', 'start': 2.608, 'end': 3.129}, {'word': 'way', 'start': 3.129, 'end': 3.651}]",0.0,6bc392255c4d45a58cceef73c5c93592-38.wav
life is but a dream,148.158,150.896,"[{'word': 'life', 'start': 0.0, 'end': 0.391}, {'word': 'is', 'start': 0.522, 'end': 0.782}, {'word': 'but', 'start': 0.782, 'end': 1.043}, {'word': 'a', 'start': 1.043, 'end': 1.304}, {'word': 'dream', 'start': 1.434, 'end': 2.738}]",0.0,6bc392255c4d45a58cceef73c5c93592-39.wav
oh oh oh oh oh,163.803,167.454,"[{'word': 'oh', 'start': 0.0, 'end': 0.783}, {'word': 'oh', 'start': 0.783, 'end': 1.043}, {'word': 'oh', 'start': 1.043, 'end': 1.565}, {'word': 'oh', 'start': 1.565, 'end': 2.086}, {'word': 'oh', 'start': 2.086, 'end': 3.651}]",0.0,6bc392255c4d45a58cceef73c5c93592-43.wav
whoa oh oh oh oh oh,167.584,171.496,"[{'word': 'whoa', 'start': 0.0, 'end': 0.522}, {'word': 'oh', 'start': 0.522, 'end': 1.304}, {'word': 'oh', 'start': 1.304, 'end': 1.565}, {'word': 'oh', 'start': 1.565, 'end': 2.086}, {'word': 'oh', 'start': 2.086, 'end': 2.608}, {'word': 'oh', 'start': 2.608, 'end': 3.912}]",0.0,6bc392255c4d45a58cceef73c5c93592-44.wav
ah ah ah ah ah ah ah,175.798,179.84,"[{'word': 'ah', 'start': 0.0, 'end': 0.261}, {'word': 'ah', 'start': 0.261, 'end': 0.522}, {'word': 'ah', 'start': 0.522, 'end': 1.304}, {'word': 'ah', 'start': 1.304, 'end': 1.565}, {'word': 'ah', 'start': 1.565, 'end': 2.086}, {'word': 'ah', 'start': 2.086, 'end': 2.608}, {'word': 'ah', 'start': 2.608, 'end': 4.042}]",0.0,6bc392255c4d45a58cceef73c5c93592-46.wav
but i still think it better if,69.63,73.103,"[{'word': 'but', 'start': 0.0, 'end': 0.109}, {'word': 'i', 'start': 0.109, 'end': 0.326}, {'word': 'still', 'start': 0.326, 'end': 0.435}, {'word': 'think', 'start': 0.76, 'end': 0.869}, {'word': 'it', 'start': 1.845, 'end': 1.954}, {'word': 'better', 'start': 2.171, 'end': 2.496}, {'word': 'if', 'start': 2.605, 'end': 3.473}]",0.0,6bc44146d4e54bb59a418087e2f5d2fc-22.wav
call break my own heart,86.233,92.636,"[{'word': 'call', 'start': 0.0, 'end': 0.868}, {'word': 'break', 'start': 1.628, 'end': 2.496}, {'word': 'my', 'start': 3.147, 'end': 4.015}, {'word': 'own', 'start': 4.341, 'end': 4.558}, {'word': 'heart', 'start': 4.883, 'end': 6.403}]",0.0,6bc44146d4e54bb59a418087e2f5d2fc-27.wav
maybe i would have been,93.178,94.589,"[{'word': 'maybe', 'start': 0.0, 'end': 0.217}, {'word': 'i', 'start': 0.326, 'end': 0.434}, {'word': 'would', 'start': 0.651, 'end': 0.868}, {'word': 'have', 'start': 0.868, 'end': 0.977}, {'word': 'been', 'start': 1.085, 'end': 1.411}]",0.0,6bc44146d4e54bb59a418087e2f5d2fc-28.wav
if this was the thing to do,120.415,122.586,"[{'word': 'if', 'start': 0.0, 'end': 0.109}, {'word': 'this', 'start': 0.109, 'end': 0.217}, {'word': 'was', 'start': 0.326, 'end': 0.434}, {'word': 'the', 'start': 0.543, 'end': 0.651}, {'word': 'thing', 'start': 0.76, 'end': 0.869}, {'word': 'to', 'start': 0.869, 'end': 0.977}, {'word': 'do', 'start': 1.194, 'end': 2.171}]",0.0,6bc44146d4e54bb59a418087e2f5d2fc-41.wav
so i always keep a small bag,46.664,49.403,"[{'word': 'so', 'start': 0.0, 'end': 0.239}, {'word': 'i', 'start': 0.358, 'end': 0.596}, {'word': 'always', 'start': 0.715, 'end': 1.31}, {'word': 'keep', 'start': 1.429, 'end': 1.548}, {'word': 'a', 'start': 1.667, 'end': 1.786}, {'word': 'small', 'start': 1.905, 'end': 2.262}, {'word': 'bag', 'start': 2.381, 'end': 2.739}]",0.0,6bc8d71b93a0493f92123b31df90a509-12.wav
never to be caught,93.331,94.998,"[{'word': 'never', 'start': 0.0, 'end': 0.476}, {'word': 'to', 'start': 0.595, 'end': 0.833}, {'word': 'be', 'start': 0.953, 'end': 1.072}, {'word': 'caught', 'start': 1.191, 'end': 1.667}]",0.0,6bc8d71b93a0493f92123b31df90a509-29.wav
my time is running out,98.212,100.236,"[{'word': 'my', 'start': 0.0, 'end': 0.238}, {'word': 'time', 'start': 0.357, 'end': 0.714}, {'word': 'is', 'start': 0.833, 'end': 0.952}, {'word': 'running', 'start': 1.072, 'end': 1.548}, {'word': 'out', 'start': 1.667, 'end': 2.024}]",0.0,6bc8d71b93a0493f92123b31df90a509-31.wav
i felt old before my time,103.093,105.236,"[{'word': 'i', 'start': 0.0, 'end': 0.238}, {'word': 'felt', 'start': 0.357, 'end': 0.595}, {'word': 'old', 'start': 0.714, 'end': 0.952}, {'word': 'before', 'start': 1.071, 'end': 1.31}, {'word': 'my', 'start': 1.429, 'end': 1.667}, {'word': 'time', 'start': 1.786, 'end': 2.143}]",0.0,6bc8d71b93a0493f92123b31df90a509-32.wav
by burning up the miles,108.569,110.355,"[{'word': 'by', 'start': 0.0, 'end': 0.119}, {'word': 'burning', 'start': 0.238, 'end': 0.715}, {'word': 'up', 'start': 0.834, 'end': 1.072}, {'word': 'the', 'start': 1.191, 'end': 1.31}, {'word': 'miles', 'start': 1.429, 'end': 1.786}]",0.0,6bc8d71b93a0493f92123b31df90a509-34.wav
yeah so saddle up your horses,164.164,166.784,"[{'word': 'yeah', 'start': 0.0, 'end': 0.477}, {'word': 'so', 'start': 0.596, 'end': 0.834}, {'word': 'saddle', 'start': 0.953, 'end': 1.429}, {'word': 'up', 'start': 1.548, 'end': 1.786}, {'word': 'your', 'start': 1.786, 'end': 2.024}, {'word': 'horses', 'start': 2.143, 'end': 2.62}]",0.0,6bc8d71b93a0493f92123b31df90a509-48.wav
my time is running out,210.474,212.379,"[{'word': 'my', 'start': 0.0, 'end': 0.238}, {'word': 'time', 'start': 0.357, 'end': 0.714}, {'word': 'is', 'start': 0.833, 'end': 0.952}, {'word': 'running', 'start': 1.071, 'end': 1.548}, {'word': 'out', 'start': 1.667, 'end': 1.905}]",0.0,6bc8d71b93a0493f92123b31df90a509-64.wav
my time is running out,215.712,217.498,"[{'word': 'my', 'start': 0.0, 'end': 0.238}, {'word': 'time', 'start': 0.357, 'end': 0.595}, {'word': 'is', 'start': 0.714, 'end': 0.833}, {'word': 'running', 'start': 0.952, 'end': 1.429}, {'word': 'out', 'start': 1.548, 'end': 1.786}]",0.0,6bc8d71b93a0493f92123b31df90a509-66.wav
i face the horizon,235.593,237.379,"[{'word': 'i', 'start': 0.0, 'end': 0.238}, {'word': 'face', 'start': 0.357, 'end': 0.595}, {'word': 'the', 'start': 0.714, 'end': 0.833}, {'word': 'horizon', 'start': 0.952, 'end': 1.786}]",0.0,6bc8d71b93a0493f92123b31df90a509-73.wav
i face the horizon,240.95,242.736,"[{'word': 'i', 'start': 0.0, 'end': 0.238}, {'word': 'face', 'start': 0.357, 'end': 0.595}, {'word': 'the', 'start': 0.714, 'end': 0.834}, {'word': 'horizon', 'start': 0.953, 'end': 1.786}]",0.0,6bc8d71b93a0493f92123b31df90a509-75.wav
on the telephone,24.197,25.901,"[{'word': 'on', 'start': 0.0, 'end': 0.243}, {'word': 'the', 'start': 0.243, 'end': 0.487}, {'word': 'telephone', 'start': 0.487, 'end': 1.704}]",0.0,6be2fa2a588d4cf0be2474a4625867a9-1.wav
with a teenage crush,74.584,76.775,"[{'word': 'with', 'start': 0.0, 'end': 0.243}, {'word': 'a', 'start': 0.243, 'end': 0.487}, {'word': 'teenage', 'start': 0.487, 'end': 1.217}, {'word': 'crush', 'start': 1.217, 'end': 2.191}]",0.0,6be2fa2a588d4cf0be2474a4625867a9-18.wav
and it would really,108.662,109.758,"[{'word': 'and', 'start': 0.0, 'end': 0.244}, {'word': 'it', 'start': 0.244, 'end': 0.487}, {'word': 'would', 'start': 0.487, 'end': 0.73}, {'word': 'really', 'start': 0.73, 'end': 1.096}]",0.0,6be2fa2a588d4cf0be2474a4625867a9-30.wav
i really only met her,131.665,133.369,"[{'word': 'i', 'start': 0.0, 'end': 0.243}, {'word': 'really', 'start': 0.243, 'end': 0.73}, {'word': 'only', 'start': 0.73, 'end': 1.217}, {'word': 'met', 'start': 1.217, 'end': 1.461}, {'word': 'her', 'start': 1.461, 'end': 1.704}]",0.0,6be2fa2a588d4cf0be2474a4625867a9-34.wav
mmmmmmmm i love her,159.901,162.579,"[{'word': 'mmmmmmmm', 'start': 0.0, 'end': 0.974}, {'word': 'i', 'start': 0.974, 'end': 1.461}, {'word': 'love', 'start': 1.461, 'end': 2.191}, {'word': 'her', 'start': 2.191, 'end': 2.678}]",0.0,6be2fa2a588d4cf0be2474a4625867a9-46.wav
never recover,164.526,167.082,"[{'word': 'never', 'start': 0.0, 'end': 0.487}, {'word': 'recover', 'start': 0.487, 'end': 2.556}]",0.0,6be2fa2a588d4cf0be2474a4625867a9-48.wav
a guilty conscience grows,35.328,40.5,"[{'word': 'a', 'start': 0.0, 'end': 0.162}, {'word': 'guilty', 'start': 0.242, 'end': 1.051}, {'word': 'conscience', 'start': 1.212, 'end': 2.182}, {'word': 'grows', 'start': 2.343, 'end': 5.172}]",0.0,6bef0a6ccc6e442483afe22d5a0e6430-3.wav
a guilty conscience grow,45.752,50.843,"[{'word': 'a', 'start': 0.0, 'end': 0.162}, {'word': 'guilty', 'start': 0.162, 'end': 1.051}, {'word': 'conscience', 'start': 1.131, 'end': 2.343}, {'word': 'grow', 'start': 2.424, 'end': 5.091}]",0.0,6bef0a6ccc6e442483afe22d5a0e6430-5.wav
a guilty conscience groow,56.176,63.126,"[{'word': 'a', 'start': 0.0, 'end': 0.162}, {'word': 'guilty', 'start': 0.162, 'end': 0.97}, {'word': 'conscience', 'start': 1.051, 'end': 2.182}, {'word': 'groow', 'start': 2.263, 'end': 6.95}]",0.0,6bef0a6ccc6e442483afe22d5a0e6430-7.wav
how can america be free,141.634,144.358,"[{'word': 'how', 'start': 0.0, 'end': 0.303}, {'word': 'can', 'start': 0.303, 'end': 0.53}, {'word': 'america', 'start': 0.606, 'end': 1.74}, {'word': 'be', 'start': 1.816, 'end': 2.118}, {'word': 'free', 'start': 2.118, 'end': 2.724}]",0.0,6bfc8cf941654e3985fbc882720d61fc-27.wav
here i am in silence looking round without a clue,60.833,67.273,"[{'word': 'here', 'start': 0.0, 'end': 0.191}, {'word': 'i', 'start': 0.286, 'end': 0.668}, {'word': 'am', 'start': 0.763, 'end': 1.24}, {'word': 'in', 'start': 1.527, 'end': 1.67}, {'word': 'silence', 'start': 1.765, 'end': 2.862}, {'word': 'looking', 'start': 3.578, 'end': 3.912}, {'word': 'round', 'start': 4.055, 'end': 4.341}, {'word': 'without', 'start': 4.532, 'end': 5.152}, {'word': 'a', 'start': 5.343, 'end': 5.629}, {'word': 'clue', 'start': 5.772, 'end': 6.44}]",0.0,6c06a6ef0c384929b33c1a67505ba2d2-4.wav
you and i in silence with nothing else to say,142.115,148.937,"[{'word': 'you', 'start': 0.0, 'end': 0.143}, {'word': 'and', 'start': 0.286, 'end': 0.573}, {'word': 'i', 'start': 0.716, 'end': 1.431}, {'word': 'in', 'start': 1.527, 'end': 1.67}, {'word': 'silence', 'start': 1.765, 'end': 2.862}, {'word': 'with', 'start': 3.816, 'end': 3.959}, {'word': 'nothing', 'start': 4.055, 'end': 4.866}, {'word': 'else', 'start': 4.913, 'end': 5.2}, {'word': 'to', 'start': 5.343, 'end': 5.724}, {'word': 'say', 'start': 5.82, 'end': 6.822}]",0.0,6c06a6ef0c384929b33c1a67505ba2d2-15.wav
a court is in session,7.598,9.726,"[{'word': 'a', 'start': 0.0, 'end': 0.319}, {'word': 'court', 'start': 0.426, 'end': 0.638}, {'word': 'is', 'start': 0.691, 'end': 0.904}, {'word': 'in', 'start': 0.957, 'end': 1.223}, {'word': 'session', 'start': 1.277, 'end': 2.128}]",0.0,6c180ba4d4314ee2b8dbf3b8ff3e6597-0.wav
the cage made of steel,24.087,26.428,"[{'word': 'the', 'start': 0.0, 'end': 0.107}, {'word': 'cage', 'start': 0.16, 'end': 0.745}, {'word': 'made', 'start': 0.798, 'end': 1.277}, {'word': 'of', 'start': 1.383, 'end': 1.596}, {'word': 'steel', 'start': 1.702, 'end': 2.341}]",0.0,6c180ba4d4314ee2b8dbf3b8ff3e6597-5.wav
alone i drop and kneel,31.055,33.396,"[{'word': 'alone', 'start': 0.0, 'end': 0.373}, {'word': 'i', 'start': 0.532, 'end': 0.745}, {'word': 'drop', 'start': 0.852, 'end': 1.117}, {'word': 'and', 'start': 1.224, 'end': 1.596}, {'word': 'kneel', 'start': 1.703, 'end': 2.341}]",0.0,6c180ba4d4314ee2b8dbf3b8ff3e6597-7.wav
silence now the sound,35.417,37.598,"[{'word': 'silence', 'start': 0.0, 'end': 0.851}, {'word': 'now', 'start': 0.904, 'end': 1.277}, {'word': 'the', 'start': 1.33, 'end': 1.436}, {'word': 'sound', 'start': 1.49, 'end': 2.181}]",0.0,6c180ba4d4314ee2b8dbf3b8ff3e6597-8.wav
shackled by my sentence,49.034,51.481,"[{'word': 'shackled', 'start': 0.0, 'end': 0.585}, {'word': 'by', 'start': 0.745, 'end': 1.064}, {'word': 'my', 'start': 1.117, 'end': 1.49}, {'word': 'sentence', 'start': 1.543, 'end': 2.447}]",0.0,6c180ba4d4314ee2b8dbf3b8ff3e6597-12.wav
we the meek are all in one,83.236,85.896,"[{'word': 'we', 'start': 0.0, 'end': 0.16}, {'word': 'the', 'start': 0.213, 'end': 0.532}, {'word': 'meek', 'start': 0.585, 'end': 0.958}, {'word': 'are', 'start': 1.011, 'end': 1.436}, {'word': 'all', 'start': 1.543, 'end': 1.915}, {'word': 'in', 'start': 2.022, 'end': 2.234}, {'word': 'one', 'start': 2.341, 'end': 2.66}]",0.0,6c180ba4d4314ee2b8dbf3b8ff3e6597-24.wav
i hear a thunder in the distance,96.534,100.045,"[{'word': 'i', 'start': 0.0, 'end': 0.16}, {'word': 'hear', 'start': 0.213, 'end': 0.585}, {'word': 'a', 'start': 0.638, 'end': 0.851}, {'word': 'thunder', 'start': 0.904, 'end': 1.596}, {'word': 'in', 'start': 1.702, 'end': 2.234}, {'word': 'the', 'start': 2.341, 'end': 2.5}, {'word': 'distance', 'start': 2.553, 'end': 3.511}]",0.0,6c180ba4d4314ee2b8dbf3b8ff3e6597-25.wav
a lion roars in the darkness,110.204,112.545,"[{'word': 'a', 'start': 0.0, 'end': 0.16}, {'word': 'lion', 'start': 0.213, 'end': 0.851}, {'word': 'roars', 'start': 0.905, 'end': 1.277}, {'word': 'in', 'start': 1.33, 'end': 1.703}, {'word': 'the', 'start': 1.756, 'end': 1.915}, {'word': 'darkness', 'start': 1.968, 'end': 2.341}]",0.0,6c180ba4d4314ee2b8dbf3b8ff3e6597-29.wav
only he holds the key,112.651,115.098,"[{'word': 'only', 'start': 0.0, 'end': 0.319}, {'word': 'he', 'start': 0.373, 'end': 0.851}, {'word': 'holds', 'start': 0.958, 'end': 1.543}, {'word': 'the', 'start': 1.596, 'end': 1.756}, {'word': 'key', 'start': 1.809, 'end': 2.447}]",0.0,6c180ba4d4314ee2b8dbf3b8ff3e6597-30.wav
a light to free me from my burden,117.066,119.46,"[{'word': 'a', 'start': 0.0, 'end': 0.16}, {'word': 'light', 'start': 0.213, 'end': 0.585}, {'word': 'to', 'start': 0.638, 'end': 0.798}, {'word': 'free', 'start': 0.851, 'end': 1.223}, {'word': 'me', 'start': 1.277, 'end': 1.436}, {'word': 'from', 'start': 1.489, 'end': 1.649}, {'word': 'my', 'start': 1.702, 'end': 1.862}, {'word': 'burden', 'start': 1.915, 'end': 2.394}]",0.0,6c180ba4d4314ee2b8dbf3b8ff3e6597-31.wav
should have been dead,124.034,125.311,"[{'word': 'should', 'start': 0.0, 'end': 0.213}, {'word': 'have', 'start': 0.266, 'end': 0.426}, {'word': 'been', 'start': 0.479, 'end': 0.851}, {'word': 'dead', 'start': 0.904, 'end': 1.277}]",0.0,6c180ba4d4314ee2b8dbf3b8ff3e6597-33.wav
on a sunday morning banging my head,125.417,128.875,"[{'word': 'on', 'start': 0.0, 'end': 0.213}, {'word': 'a', 'start': 0.266, 'end': 0.372}, {'word': 'sunday', 'start': 0.426, 'end': 1.17}, {'word': 'morning', 'start': 1.277, 'end': 2.021}, {'word': 'banging', 'start': 2.075, 'end': 2.607}, {'word': 'my', 'start': 2.66, 'end': 3.085}, {'word': 'head', 'start': 3.138, 'end': 3.458}]",0.0,6c180ba4d4314ee2b8dbf3b8ff3e6597-34.wav
